smiles,Group,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CN1N=C(C2=CC=C(O2)[N+]([O-])=O)C2=C(N)N=CN=C12,1,10.94165789,-2.908770707,10.94165789,0.028105789,0.539746251,260.213,252.149,260.0657881,96,0,0.433084173,-0.398895233,0.433084173,0.398895233,1.578947368,2.473684211,3.157894737,13.87028591,-0.24328512,0.722148976,-2.203283167,0.747842149,-2.362464194,3.557563185,-0.982731446,2.477028359,1073.486513,20.25663036,16.90802644,8.908026444,12.42944668,8.630285033,4.735857842,3.349679157,3.349679157,2.259042854,2.259042854,1.501281659,1.501281659,-2.97,758554.2388,5.344451587,3.765547472,1.592489699,116.7247063,10.13686791,24.10923209,14.2311088,0,0,5.884182202,10.11431827,14.64975998,5.098681808,0,0,6.042418708,11.08810257,14.17016003,20.38869748,22.73544641,0,19.74844179,6.9758269,0,5.719716976,28.5025274,0,11.45417541,5.719716976,11.70204498,0,0,24.67175283,6.9758269,10.11431827,8.224551337,22.80536007,2.823684157,22.48757685,0,125.9,59.09074469,10.11431827,0,11.10594119,4.681802935,0,0,0,0,15.06663885,15.46538643,65.71232177,0,17.11390706,14.34332125,-0.970968128,-2.232054569,-1.61021311,-0.697543567,-2.908770707,0,0.1,19,2,9,0,0,0,0,3,3,8,1,9,4,0,0,0,3,1.1137,65.0728,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CN2C(C=C1)=NC=C(C1=NN=NN1)C2=O,1,12.72595049,-2.908335892,12.72595049,0.372618221,0.641506268,228.215,220.151,228.0759589,84,0,0.268509135,-0.268044141,0.268509135,0.268044141,1.470588235,2.411764706,3.176470588,12.94557626,-0.243479002,0.693530169,-2.397731566,0.604831313,-2.490985188,2.992362948,-0.94656355,2.270213766,922.0803202,18.67928009,16.09152986,8.091529863,11.55243658,8.316585325,4.369371729,3.002071991,3.002071991,1.967768592,1.967768592,1.250759635,1.250759635,-2.57,307936.9969,4.360852751,3.47673297,1.480111483,107.5233747,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,28.90383858,16.46428873,5.483034225,15.80168916,17.31590405,0,25.51706829,4.992404733,6.851892117,0,35.85366558,0,0,0,0,0,0,37.2598678,4.794537184,0,22.27160651,35.02166581,1.411842078,5.57310453,0,87.13,60.02146174,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,11.00715197,61.31831319,0,16.93417281,10.2215519,-1.316973734,-2.01271353,-1.473041383,-1.512973356,-2.908335892,0,0.1,17,1,7,0,2,2,0,1,1,5,1,7,2,0,0,0,3,0.2549,59.3327,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN1N=C(C2=CC=C(O2)[N+]([O-])=O)C2=C(N)N=CN=C12,1,10.94165789,-2.908770707,10.94165789,0.028105789,0.539746251,260.213,252.149,260.0657881,96,0,0.433084173,-0.398895233,0.433084173,0.398895233,1.578947368,2.473684211,3.157894737,13.87028591,-0.24328512,0.722148976,-2.203283167,0.747842149,-2.362464194,3.557563185,-0.982731446,2.477028359,1073.486513,20.25663036,16.90802644,8.908026444,12.42944668,8.630285033,4.735857842,3.349679157,3.349679157,2.259042854,2.259042854,1.501281659,1.501281659,-2.97,758554.2388,5.344451587,3.765547472,1.592489699,116.7247063,10.13686791,24.10923209,14.2311088,0,0,5.884182202,10.11431827,14.64975998,5.098681808,0,0,6.042418708,11.08810257,14.17016003,20.38869748,22.73544641,0,19.74844179,6.9758269,0,5.719716976,28.5025274,0,11.45417541,5.719716976,11.70204498,0,0,24.67175283,6.9758269,10.11431827,8.224551337,22.80536007,2.823684157,22.48757685,0,125.9,59.09074469,10.11431827,0,11.10594119,4.681802935,0,0,0,0,15.06663885,15.46538643,65.71232177,0,17.11390706,14.34332125,-0.970968128,-2.232054569,-1.61021311,-0.697543567,-2.908770707,0,0.1,19,2,9,0,0,0,0,3,3,8,1,9,4,0,0,0,3,1.1137,65.0728,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CN2C(C=C1)=NC=C(C1=NN=NN1)C2=O,1,12.72595049,-2.908335892,12.72595049,0.372618221,0.641506268,228.215,220.151,228.0759589,84,0,0.268509135,-0.268044141,0.268509135,0.268044141,1.470588235,2.411764706,3.176470588,12.94557626,-0.243479002,0.693530169,-2.397731566,0.604831313,-2.490985188,2.992362948,-0.94656355,2.270213766,922.0803202,18.67928009,16.09152986,8.091529863,11.55243658,8.316585325,4.369371729,3.002071991,3.002071991,1.967768592,1.967768592,1.250759635,1.250759635,-2.57,307936.9969,4.360852751,3.47673297,1.480111483,107.5233747,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,28.90383858,16.46428873,5.483034225,15.80168916,17.31590405,0,25.51706829,4.992404733,6.851892117,0,35.85366558,0,0,0,0,0,0,37.2598678,4.794537184,0,22.27160651,35.02166581,1.411842078,5.57310453,0,87.13,60.02146174,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,11.00715197,61.31831319,0,16.93417281,10.2215519,-1.316973734,-2.01271353,-1.473041383,-1.512973356,-2.908335892,0,0.1,17,1,7,0,2,2,0,1,1,5,1,7,2,0,0,0,3,0.2549,59.3327,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN1N=C(C2=CC=C(O2)[N+]([O-])=O)C2=C(N)N=CN=C12,1,10.94165789,-2.908770707,10.94165789,0.028105789,0.539746251,260.213,252.149,260.0657881,96,0,0.433084173,-0.398895233,0.433084173,0.398895233,1.578947368,2.473684211,3.157894737,13.87028591,-0.24328512,0.722148976,-2.203283167,0.747842149,-2.362464194,3.557563185,-0.982731446,2.477028359,1073.486513,20.25663036,16.90802644,8.908026444,12.42944668,8.630285033,4.735857842,3.349679157,3.349679157,2.259042854,2.259042854,1.501281659,1.501281659,-2.97,758554.2388,5.344451587,3.765547472,1.592489699,116.7247063,10.13686791,24.10923209,14.2311088,0,0,5.884182202,10.11431827,14.64975998,5.098681808,0,0,6.042418708,11.08810257,14.17016003,20.38869748,22.73544641,0,19.74844179,6.9758269,0,5.719716976,28.5025274,0,11.45417541,5.719716976,11.70204498,0,0,24.67175283,6.9758269,10.11431827,8.224551337,22.80536007,2.823684157,22.48757685,0,125.9,59.09074469,10.11431827,0,11.10594119,4.681802935,0,0,0,0,15.06663885,15.46538643,65.71232177,0,17.11390706,14.34332125,-0.970968128,-2.232054569,-1.61021311,-0.697543567,-2.908770707,0,0.1,19,2,9,0,0,0,0,3,3,8,1,9,4,0,0,0,3,1.1137,65.0728,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CN2C(C=C1)=NC=C(C1=NN=NN1)C2=O,1,12.72595049,-2.908335892,12.72595049,0.372618221,0.641506268,228.215,220.151,228.0759589,84,0,0.268509135,-0.268044141,0.268509135,0.268044141,1.470588235,2.411764706,3.176470588,12.94557626,-0.243479002,0.693530169,-2.397731566,0.604831313,-2.490985188,2.992362948,-0.94656355,2.270213766,922.0803202,18.67928009,16.09152986,8.091529863,11.55243658,8.316585325,4.369371729,3.002071991,3.002071991,1.967768592,1.967768592,1.250759635,1.250759635,-2.57,307936.9969,4.360852751,3.47673297,1.480111483,107.5233747,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,28.90383858,16.46428873,5.483034225,15.80168916,17.31590405,0,25.51706829,4.992404733,6.851892117,0,35.85366558,0,0,0,0,0,0,37.2598678,4.794537184,0,22.27160651,35.02166581,1.411842078,5.57310453,0,87.13,60.02146174,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,11.00715197,61.31831319,0,16.93417281,10.2215519,-1.316973734,-2.01271353,-1.473041383,-1.512973356,-2.908335892,0,0.1,17,1,7,0,2,2,0,1,1,5,1,7,2,0,0,0,3,0.2549,59.3327,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN1N=C(C2=CC=C(O2)[N+]([O-])=O)C2=C(N)N=CN=C12,1,10.94165789,-2.908770707,10.94165789,0.028105789,0.539746251,260.213,252.149,260.0657881,96,0,0.433084173,-0.398895233,0.433084173,0.398895233,1.578947368,2.473684211,3.157894737,13.87028591,-0.24328512,0.722148976,-2.203283167,0.747842149,-2.362464194,3.557563185,-0.982731446,2.477028359,1073.486513,20.25663036,16.90802644,8.908026444,12.42944668,8.630285033,4.735857842,3.349679157,3.349679157,2.259042854,2.259042854,1.501281659,1.501281659,-2.97,758554.2388,5.344451587,3.765547472,1.592489699,116.7247063,10.13686791,24.10923209,14.2311088,0,0,5.884182202,10.11431827,14.64975998,5.098681808,0,0,6.042418708,11.08810257,14.17016003,20.38869748,22.73544641,0,19.74844179,6.9758269,0,5.719716976,28.5025274,0,11.45417541,5.719716976,11.70204498,0,0,24.67175283,6.9758269,10.11431827,8.224551337,22.80536007,2.823684157,22.48757685,0,125.9,59.09074469,10.11431827,0,11.10594119,4.681802935,0,0,0,0,15.06663885,15.46538643,65.71232177,0,17.11390706,14.34332125,-0.970968128,-2.232054569,-1.61021311,-0.697543567,-2.908770707,0,0.1,19,2,9,0,0,0,0,3,3,8,1,9,4,0,0,0,3,1.1137,65.0728,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CN2C(C=C1)=NC=C(C1=NN=NN1)C2=O,1,12.72595049,-2.908335892,12.72595049,0.372618221,0.641506268,228.215,220.151,228.0759589,84,0,0.268509135,-0.268044141,0.268509135,0.268044141,1.470588235,2.411764706,3.176470588,12.94557626,-0.243479002,0.693530169,-2.397731566,0.604831313,-2.490985188,2.992362948,-0.94656355,2.270213766,922.0803202,18.67928009,16.09152986,8.091529863,11.55243658,8.316585325,4.369371729,3.002071991,3.002071991,1.967768592,1.967768592,1.250759635,1.250759635,-2.57,307936.9969,4.360852751,3.47673297,1.480111483,107.5233747,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,28.90383858,16.46428873,5.483034225,15.80168916,17.31590405,0,25.51706829,4.992404733,6.851892117,0,35.85366558,0,0,0,0,0,0,37.2598678,4.794537184,0,22.27160651,35.02166581,1.411842078,5.57310453,0,87.13,60.02146174,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,11.00715197,61.31831319,0,16.93417281,10.2215519,-1.316973734,-2.01271353,-1.473041383,-1.512973356,-2.908335892,0,0.1,17,1,7,0,2,2,0,1,1,5,1,7,2,0,0,0,3,0.2549,59.3327,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN1N=C(C2=CC=C(O2)[N+]([O-])=O)C2=C(N)N=CN=C12,1,10.94165789,-2.908770707,10.94165789,0.028105789,0.539746251,260.213,252.149,260.0657881,96,0,0.433084173,-0.398895233,0.433084173,0.398895233,1.578947368,2.473684211,3.157894737,13.87028591,-0.24328512,0.722148976,-2.203283167,0.747842149,-2.362464194,3.557563185,-0.982731446,2.477028359,1073.486513,20.25663036,16.90802644,8.908026444,12.42944668,8.630285033,4.735857842,3.349679157,3.349679157,2.259042854,2.259042854,1.501281659,1.501281659,-2.97,758554.2388,5.344451587,3.765547472,1.592489699,116.7247063,10.13686791,24.10923209,14.2311088,0,0,5.884182202,10.11431827,14.64975998,5.098681808,0,0,6.042418708,11.08810257,14.17016003,20.38869748,22.73544641,0,19.74844179,6.9758269,0,5.719716976,28.5025274,0,11.45417541,5.719716976,11.70204498,0,0,24.67175283,6.9758269,10.11431827,8.224551337,22.80536007,2.823684157,22.48757685,0,125.9,59.09074469,10.11431827,0,11.10594119,4.681802935,0,0,0,0,15.06663885,15.46538643,65.71232177,0,17.11390706,14.34332125,-0.970968128,-2.232054569,-1.61021311,-0.697543567,-2.908770707,0,0.1,19,2,9,0,0,0,0,3,3,8,1,9,4,0,0,0,3,1.1137,65.0728,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CN2C(C=C1)=NC=C(C1=NN=NN1)C2=O,1,12.72595049,-2.908335892,12.72595049,0.372618221,0.641506268,228.215,220.151,228.0759589,84,0,0.268509135,-0.268044141,0.268509135,0.268044141,1.470588235,2.411764706,3.176470588,12.94557626,-0.243479002,0.693530169,-2.397731566,0.604831313,-2.490985188,2.992362948,-0.94656355,2.270213766,922.0803202,18.67928009,16.09152986,8.091529863,11.55243658,8.316585325,4.369371729,3.002071991,3.002071991,1.967768592,1.967768592,1.250759635,1.250759635,-2.57,307936.9969,4.360852751,3.47673297,1.480111483,107.5233747,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,28.90383858,16.46428873,5.483034225,15.80168916,17.31590405,0,25.51706829,4.992404733,6.851892117,0,35.85366558,0,0,0,0,0,0,37.2598678,4.794537184,0,22.27160651,35.02166581,1.411842078,5.57310453,0,87.13,60.02146174,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,11.00715197,61.31831319,0,16.93417281,10.2215519,-1.316973734,-2.01271353,-1.473041383,-1.512973356,-2.908335892,0,0.1,17,1,7,0,2,2,0,1,1,5,1,7,2,0,0,0,3,0.2549,59.3327,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN1N=C(C2=CC=C(O2)[N+]([O-])=O)C2=C(N)N=CN=C12,1,10.94165789,-2.908770707,10.94165789,0.028105789,0.539746251,260.213,252.149,260.0657881,96,0,0.433084173,-0.398895233,0.433084173,0.398895233,1.578947368,2.473684211,3.157894737,13.87028591,-0.24328512,0.722148976,-2.203283167,0.747842149,-2.362464194,3.557563185,-0.982731446,2.477028359,1073.486513,20.25663036,16.90802644,8.908026444,12.42944668,8.630285033,4.735857842,3.349679157,3.349679157,2.259042854,2.259042854,1.501281659,1.501281659,-2.97,758554.2388,5.344451587,3.765547472,1.592489699,116.7247063,10.13686791,24.10923209,14.2311088,0,0,5.884182202,10.11431827,14.64975998,5.098681808,0,0,6.042418708,11.08810257,14.17016003,20.38869748,22.73544641,0,19.74844179,6.9758269,0,5.719716976,28.5025274,0,11.45417541,5.719716976,11.70204498,0,0,24.67175283,6.9758269,10.11431827,8.224551337,22.80536007,2.823684157,22.48757685,0,125.9,59.09074469,10.11431827,0,11.10594119,4.681802935,0,0,0,0,15.06663885,15.46538643,65.71232177,0,17.11390706,14.34332125,-0.970968128,-2.232054569,-1.61021311,-0.697543567,-2.908770707,0,0.1,19,2,9,0,0,0,0,3,3,8,1,9,4,0,0,0,3,1.1137,65.0728,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CN2C(C=C1)=NC=C(C1=NN=NN1)C2=O,1,12.72595049,-2.908335892,12.72595049,0.372618221,0.641506268,228.215,220.151,228.0759589,84,0,0.268509135,-0.268044141,0.268509135,0.268044141,1.470588235,2.411764706,3.176470588,12.94557626,-0.243479002,0.693530169,-2.397731566,0.604831313,-2.490985188,2.992362948,-0.94656355,2.270213766,922.0803202,18.67928009,16.09152986,8.091529863,11.55243658,8.316585325,4.369371729,3.002071991,3.002071991,1.967768592,1.967768592,1.250759635,1.250759635,-2.57,307936.9969,4.360852751,3.47673297,1.480111483,107.5233747,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,28.90383858,16.46428873,5.483034225,15.80168916,17.31590405,0,25.51706829,4.992404733,6.851892117,0,35.85366558,0,0,0,0,0,0,37.2598678,4.794537184,0,22.27160651,35.02166581,1.411842078,5.57310453,0,87.13,60.02146174,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,11.00715197,61.31831319,0,16.93417281,10.2215519,-1.316973734,-2.01271353,-1.473041383,-1.512973356,-2.908335892,0,0.1,17,1,7,0,2,2,0,1,1,5,1,7,2,0,0,0,3,0.2549,59.3327,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN1N=C(C2=CC=C(O2)[N+]([O-])=O)C2=C(N)N=CN=C12,1,10.94165789,-2.908770707,10.94165789,0.028105789,0.539746251,260.213,252.149,260.0657881,96,0,0.433084173,-0.398895233,0.433084173,0.398895233,1.578947368,2.473684211,3.157894737,13.87028591,-0.24328512,0.722148976,-2.203283167,0.747842149,-2.362464194,3.557563185,-0.982731446,2.477028359,1073.486513,20.25663036,16.90802644,8.908026444,12.42944668,8.630285033,4.735857842,3.349679157,3.349679157,2.259042854,2.259042854,1.501281659,1.501281659,-2.97,758554.2388,5.344451587,3.765547472,1.592489699,116.7247063,10.13686791,24.10923209,14.2311088,0,0,5.884182202,10.11431827,14.64975998,5.098681808,0,0,6.042418708,11.08810257,14.17016003,20.38869748,22.73544641,0,19.74844179,6.9758269,0,5.719716976,28.5025274,0,11.45417541,5.719716976,11.70204498,0,0,24.67175283,6.9758269,10.11431827,8.224551337,22.80536007,2.823684157,22.48757685,0,125.9,59.09074469,10.11431827,0,11.10594119,4.681802935,0,0,0,0,15.06663885,15.46538643,65.71232177,0,17.11390706,14.34332125,-0.970968128,-2.232054569,-1.61021311,-0.697543567,-2.908770707,0,0.1,19,2,9,0,0,0,0,3,3,8,1,9,4,0,0,0,3,1.1137,65.0728,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CN2C(C=C1)=NC=C(C1=NN=NN1)C2=O,1,12.72595049,-2.908335892,12.72595049,0.372618221,0.641506268,228.215,220.151,228.0759589,84,0,0.268509135,-0.268044141,0.268509135,0.268044141,1.470588235,2.411764706,3.176470588,12.94557626,-0.243479002,0.693530169,-2.397731566,0.604831313,-2.490985188,2.992362948,-0.94656355,2.270213766,922.0803202,18.67928009,16.09152986,8.091529863,11.55243658,8.316585325,4.369371729,3.002071991,3.002071991,1.967768592,1.967768592,1.250759635,1.250759635,-2.57,307936.9969,4.360852751,3.47673297,1.480111483,107.5233747,0,11.40872432,7.236246576,0,5.907179729,0,9.694446915,10.08411129,0,5.098681808,6.052071746,28.90383858,16.46428873,5.483034225,15.80168916,17.31590405,0,25.51706829,4.992404733,6.851892117,0,35.85366558,0,0,0,0,0,0,37.2598678,4.794537184,0,22.27160651,35.02166581,1.411842078,5.57310453,0,87.13,60.02146174,4.794537184,0,0,9.991616288,0,0,0,0,20.51785673,11.00715197,61.31831319,0,16.93417281,10.2215519,-1.316973734,-2.01271353,-1.473041383,-1.512973356,-2.908335892,0,0.1,17,1,7,0,2,2,0,1,1,5,1,7,2,0,0,0,3,0.2549,59.3327,0,0,0,0,0,4,1,0,0,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN1N=C(C2=CC=C(O2)[N+]([O-])=O)C2=C(N)N=CN=C12,1,10.94165789,-2.908770707,10.94165789,0.028105789,0.539746251,260.213,252.149,260.0657881,96,0,0.433084173,-0.398895233,0.433084173,0.398895233,1.578947368,2.473684211,3.157894737,13.87028591,-0.24328512,0.722148976,-2.203283167,0.747842149,-2.362464194,3.557563185,-0.982731446,2.477028359,1073.486513,20.25663036,16.90802644,8.908026444,12.42944668,8.630285033,4.735857842,3.349679157,3.349679157,2.259042854,2.259042854,1.501281659,1.501281659,-2.97,758554.2388,5.344451587,3.765547472,1.592489699,116.7247063,10.13686791,24.10923209,14.2311088,0,0,5.884182202,10.11431827,14.64975998,5.098681808,0,0,6.042418708,11.08810257,14.17016003,20.38869748,22.73544641,0,19.74844179,6.9758269,0,5.719716976,28.5025274,0,11.45417541,5.719716976,11.70204498,0,0,24.67175283,6.9758269,10.11431827,8.224551337,22.80536007,2.823684157,22.48757685,0,125.9,59.09074469,10.11431827,0,11.10594119,4.681802935,0,0,0,0,15.06663885,15.46538643,65.71232177,0,17.11390706,14.34332125,-0.970968128,-2.232054569,-1.61021311,-0.697543567,-2.908770707,0,0.1,19,2,9,0,0,0,0,3,3,8,1,9,4,0,0,0,3,1.1137,65.0728,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
