smiles,Group,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
OCCC1=C(CO)C=C(C=C1)[N+]([O-])=O,0,11.02594636,-3.49228647,11.02594636,1.262684477,0.547126913,197.19,186.102,197.0688078,76,0,0.26930576,-0.396031121,0.396031121,0.26930576,1.428571429,2.285714286,2.928571429,10.92233267,-0.179781225,5.11E-17,-2.457645394,0.032556088,-2.491599112,1.24974553,-1.034940532,4.135124328,707.5274373,19.95566545,17.58020676,6.580206757,11.16875529,8.563500041,3.24700346,2.059840728,2.059840728,1.259970694,1.259970694,0.708967233,0.708967233,-1.46,106759.7839,3.013673763,4.686148211,2.273717381,96.39568871,10.21761638,0,0,2.862399314,5.687386275,0,10.11431827,0,0,0,6.042418708,17.49982788,21.38533977,21.07760618,27.47775444,5.687386275,2.862399314,0,0,12.93191014,6.558985243,39.36847738,0,0,0,5.687386275,0,0,24.56231199,12.93191014,10.11431827,23.46372999,18.12725612,0,0,0,83.6,59.35575182,10.11431827,0,0,0,0,0,0,0,10.21761638,15.19922632,81.8106998,0,9.763261881,18.39075936,-3.961524943,0,-3.924405707,-3.49228647,-6.836503921,0,0.333333333,14,2,5,0,0,0,1,0,1,4,2,5,6,0,0,0,1,0.6219,49.809,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC1=C(OCCCOC2=CC=CC(NC(=O)C3=NN=NN3)=C2C#N)C=CC(C(C)=O)=C1O,0,12.89604229,-4.481420269,12.89604229,0.004656899,0.285716081,464.482,440.29,464.1808179,176,0,0.294475932,-0.506762368,0.506762368,0.294475932,1.176470588,2,2.705882353,11.43791936,-0.248426355,3.37E-16,-2.544309567,0.047976774,-2.578504411,1.968260094,-1.09901894,2.354233655,2195.972885,45.26470204,40.22452303,16.22452303,26.01097944,20.19957849,8.396903005,5.429603267,5.429603267,3.461150399,3.461150399,2.078719206,2.078719206,-4.46,3.74E+11,7.800216872,11.41839312,5.660572234,229.1773635,19.89234745,28.8812083,8.606929103,5.824404498,7.338379387,0,9.589074368,5.091706558,5.261891555,5.098681808,19.26723573,47.82126204,28.38547907,36.70563526,55.7812223,17.37781095,6.693091212,20.61715856,0,32.82255894,18.42778384,52.72685251,0,23.31775681,14.78353926,5.687386275,17.2485355,0,51.96556157,6.372924901,11.33111287,87.33939706,30.21209354,2.823684157,0,0,163.11,133.2937284,14.85096592,0,10.40151991,0,0,6.069221313,0,0,20.63426019,42.5145394,202.7920054,0,25.75582502,23.04144995,-6.134517035,-10.04089281,-6.079403776,-12.97235261,-16.61211413,0,0.304347826,34,3,11,0,0,0,2,1,3,9,3,11,14,0,0,0,3,3.03228,121.0012,0,0,0,0,0,4,1,1,0,0,2,2,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C(N=[N+]=[N-])CCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,0,11.12270833,-4.91950822,11.12270833,1.791247638,0.158146246,248.111,244.079,248.0141465,92,0,0.699734451,-0.292600066,0.699734451,0.292600066,1.235294118,1.647058824,1.941176471,15.99816825,-0.179694495,1.200854285,-2.360053995,1.083442905,-2.648583595,3.789902235,-1.092746827,6.572618556,533.4239254,17.22361464,11.54101961,7.541019606,9.311507494,5.343996451,3.343996451,2.151334835,2.151334835,1.23644325,1.23644325,0.539867655,0.539867655,-2.82,12546.00887,8.345660859,5.315116415,2.817645971,96.70813066,0,0,21.14285805,5.907179729,0,5.786794818,35.13749199,0,0,0,0,10.64537912,14.02615366,2.741517112,25.04750456,5.907179729,0,0,5.114250126,18.53264462,0,40.78579545,0,0,0,0,0,0,26.46390769,4.794537184,30.34295481,18.22888403,5.114250126,0,10.44284065,0,195.25,39.2097575,35.13749199,0,0,0,0,0,4.911711647,0,5.114250126,11.01416322,28.26922997,0,38.10036092,34.14991686,7.942847695,-7.248281368,0,-8.797407407,0,0,0.75,17,0,13,0,0,0,0,0,0,7,0,13,6,0,0,0,0,0.0874,47.1012,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1=[NH+]N=NN1/N=[N+]([O-])/[O-],0,9.891615646,-1.081666667,9.891615646,0.069444444,0.356514713,145.082,142.058,145.0348223,54,0,0.437382616,-0.691918694,0.691918694,0.437382616,2,2.8,3.4,14.97051649,-0.14019243,0.978965547,-2.054164978,0.779117438,-2.481952218,3.366,-1.189055369,3.151471758,328.4786873,10.00807169,7.446991749,4.446991749,6.019744508,3.377609551,2.035968765,1.195605792,1.195605792,0.59552191,0.59552191,0.304951788,0.304951788,-1.93,748.302312,3.2916763,2.125697952,1.071001476,58.26724162,10.41450605,10.01405865,5.213385096,2.823684157,1.411842078,5.948339281,5.719716976,0,5.023987241,5.091706558,0,0,0,5.213385096,14.35122003,5.948339281,0,15.21757592,5.223252919,0,5.719716976,10.41450605,0,0,10.81142353,5.948339281,0,0,20.24156316,0,10.41450605,0,5.223252919,4.235526235,0,0,132.36,10.97232652,10.41450605,0,15.60222926,0,0,0,0,0,15.65002311,4.235526235,20.39843537,0,0.284722222,27.6393424,-0.069444444,-0.586388889,0,0,0,0,0,10,3,9,0,0,0,0,1,1,7,1,9,2,0,0,0,1,-2.1022,25.8105,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=[N+](C([N+]([O-])=O)C1=NN=C(C([N+]([O-])=O)[N+]([O-])=O)O1)[O-],0,10.52382842,-3.917304422,10.52382842,1.673310185,0.355229435,278.093,276.077,277.9883256,102,0,0.526183118,-0.401393352,0.526183118,0.401393352,0.842105263,1.105263158,1.315789474,16.57953091,-0.084087349,1.535524945,-2.091655804,1.432806141,-2.343821751,3.912164376,-0.970644742,3.472653858,561.4373216,16.58542196,10.35751619,8.357516187,9.483846123,4.910482564,3.910482564,2.588019937,2.588019937,1.499320014,1.499320014,0.849654797,0.849654797,-3.26,27961.68766,10.86656955,4.937527412,2.704919913,102.78521,4.417150937,19.6932442,0,2.741517112,0,24.06510235,40.45727308,0,0,0,10.19736362,0,0,0,26.85191224,0,0,10.19736362,0,12.2836545,0,52.23872092,0,0,0,0,0,0,29.89060781,0,40.45727308,26.80661946,4.417150937,0,0,0,211.48,43.75834654,40.45727308,0,0,0,0,0,0,0,14.61451455,2.741517112,18.11174981,0,35.0168972,47.38591553,0,-3.34662037,0,-7.834608844,0,0,0.5,19,0,15,0,0,0,0,1,1,11,0,15,6,0,0,0,1,-0.8264,47.7576,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN[N+]([O-])=O,0,9.529930556,-2.96875,9.529930556,0.673611111,0.334807382,76.055,72.023,76.02727737,30,0,0.237466394,-0.234832699,0.237466394,0.234832699,2.6,3.2,3.2,11.7259747,-0.243943566,-2.78E-17,-2.236099193,9.57E-18,-2.555995074,-1.46E-28,-1.024712828,4.040215641,120.2262679,7.654700538,6.210923772,2.210923772,3.854059275,2.735968765,0.788755169,0.337834915,0.337834915,0.081649658,0.081649658,0,0,-0.8,50.07031062,0.82962963,1.5125,3.2,34.59016359,0,0,5.032313842,1.411842078,0,0,0,10.11431827,0,5.418816146,0,0,0,11.08810257,10.55643159,0,0,5.418816146,0,0,6.9758269,10.11431827,0,0,5.418816146,0,0,0,12.00814074,0,10.11431827,4.112275669,0,1.411842078,0,0,55.17,17.42695689,10.11431827,0,0,0,0,0,0,0,0,5.524117747,25.145,0,9.529930556,8.217430556,-0.673611111,0,0,0,-2.96875,0,1,5,1,4,0,0,0,0,0,0,2,1,4,2,0,0,0,0,-0.6025,16.0541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C1CC(NC(=O)OC(C)(C)C)(NN1)C(=O)OCC1=CC=C(C=C1)[N+]([O-])=O,0,14.2848717,-5.116248871,14.2848717,1.253527507,0.371311968,408.455,380.231,408.2008846,160,0,0.409115146,-0.458028275,0.458028275,0.409115146,1.206896552,1.896551724,2.482758621,10.05732282,-0.249215775,-1.01E-16,-2.667524071,6.96E-17,-2.826675118,7.22E-16,-1.117181114,3.251251257,1724.341312,45.84241679,41.73834412,13.73834412,24.817832,20.74956802,6.907927232,4.854077808,4.854077808,2.642528326,2.642528326,1.540431966,1.540431966,-2.72,61384721103,5.495958331,8.745709693,6.12897833,208.5059963,9.473725908,14.98372021,1.411842078,5.662860035,5.687386275,12.06254536,20.84294777,15.00789051,0,0,13.70378423,44.09792294,50.52006735,13.14786239,62.49060146,17.74993163,0,16.14744565,5.893957685,64.47317405,0,39.84744459,0,0,16.14744565,10.48192346,0,0,34.26765972,20.82724833,16.00827595,80.46480088,24.16967483,4.235526235,0,0,131.83,138.9209464,19.70339264,0,0,0,0,0,0,0,9.473725908,38.50449014,232.9441519,0,37.94989859,9.802632159,-15.81683473,-7.980078682,-11.57264501,-8.289771937,-26.95401893,0,0.578947368,29,3,10,0,1,1,1,0,1,8,3,10,8,0,1,1,2,2.3815,104.5075,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=[N+](C([N+]([O-])=O)C1=NN(C([N+]([O-])=O)[N+]([O-])=O)N=N1)[O-],0,10.53456916,-3.9450822,10.53456916,0.598587963,0.321665471,278.097,276.081,277.999559,102,0,0.570107235,-0.258128488,0.570107235,0.258128488,1,1.473684211,1.842105263,16.57953091,-0.084046952,1.523741481,-2.105206887,1.307793732,-2.411587747,3.905579041,-0.990341909,3.472653858,560.7215341,16.58542196,10.34369509,8.343695088,9.483846123,4.875841071,3.875841071,2.554538174,2.554538174,1.46496437,1.46496437,0.831298796,0.831298796,-3.33,27961.68766,10.800805,4.892948302,2.675150692,102.5665678,0,19.6932442,0,2.741517112,0,18.23199378,40.45727308,0,0,5.098681808,5.098681808,10.00989132,0,0,22.43476131,0,0,20.20725493,0,12.40758929,0,46.28167757,0,0,0,0,0,0,39.90049913,0,40.45727308,20.9735109,0,0,0,0,216.16,42.7217442,40.45727308,0,0,0,0,0,0,0,15.41074871,2.741517112,14.02860166,0,34.46238331,50.08869331,0,-1.585347222,0,-7.827664399,0,0,0.666666667,19,0,16,0,0,0,0,1,1,12,0,16,6,0,0,0,1,-1.7654,47.5726,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OC(=O)CCCCCN1C(=O)C2=CC=CC(N=[N+]=[N-])=C2C1=O,0,13.03802995,-4.379838593,13.03802995,0.572151597,0.273181378,302.29,288.178,302.1015049,114,0,0.302839566,-0.48123039,0.48123039,0.302839566,1.272727273,2.045454545,2.772727273,12.19673783,-0.190830468,0.259137863,-2.634918116,0.299595792,-2.620820462,2.048843231,-1.090597951,2.791088924,1226.636906,28.39482304,24.42184754,10.42184754,16.10549536,12.26917206,5.360923772,3.50802572,3.50802572,2.291105555,2.291105555,1.499457814,1.499457814,-2.86,19787902.77,5.403678042,6.729932862,3.069421289,145.2737219,5.108808191,0,0,0,13.24555912,5.969305288,19.28352128,0,0,0,23.57201244,24.31939751,31.48908179,20.92656493,37.31228097,23.47105102,1.431199657,4.899909731,5.114250126,25.49169961,6.496859684,39.69699975,0,0,0,5.687386275,0,0,34.28924235,4.794537184,0,64.02753819,23.24150625,0,11.8740403,0,123.44,89.61367915,14.38361155,0,0,0,0,0,0,0,15.13476996,24.78218989,108.7449885,0,39.36970092,6.354632318,5.626896106,-5.933157089,-3.120056034,-17.10097544,-4.192029242,0,0.357142857,22,1,8,0,1,1,1,0,1,5,1,8,7,0,0,0,2,2.8694,76.7188,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(CN(CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)N=[N+]=[N-],0,11.27612245,-5.204308036,11.27612245,1.675185185,0.129215794,308.123,304.091,308.0101237,114,0,0.72286604,-0.290315679,0.72286604,0.290315679,1.142857143,1.571428571,1.857142857,16.14990625,-0.16506768,1.202077861,-2.373434176,1.158387407,-2.773824832,3.789902235,-1.075912756,6.9243564,665.6798595,20.37831518,13.25194338,9.251943378,11.12689164,6.106358418,4.106358418,2.674579947,2.674579947,1.520051677,1.520051677,0.72773068,0.72773068,-3.62,68936.54344,11.22714179,6.518672549,3.669916056,117.0910761,0,6.496859684,19.80224699,5.907179729,6.496859684,5.786794818,35.13749199,10.11431827,0,0,5.008912524,10.64537912,4.911711647,5.483034225,30.0798184,5.907179729,0,5.008912524,5.114250126,5.786794818,12.99371937,50.90011372,0,0,0,0,0,0,49.49885343,4.794537184,40.45727308,5.483034225,5.114250126,0,10.44284065,0,241.63,49.49885343,45.25181026,0,0,0,0,0,4.911711647,0,5.114250126,11.01416322,28.60160525,0,49.13637991,41.64582436,8.01177166,-7.649197964,0,0,-9.329716553,0,0.75,21,0,17,0,0,0,0,0,0,9,0,17,8,0,0,0,0,-1.1991,56.4346,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN1C(=O)C(C)(C)C2=CC(COC(=O)N3CCN(C[C@@]4(C)CN5C=C(N=C5O4)[N+]([O-])=O)CC3)=CC=C12,0,13.98288035,-4.85194375,13.98288035,0.293038635,0.453878504,498.54,468.3,498.2226827,192,0,0.414544254,-0.444539589,0.444539589,0.414544254,1.194444444,2,2.666666667,10.82223704,-0.246824001,-1.49E-17,-2.770954244,1.43E-16,-2.920478303,0.942198539,-1.049576826,1.721315027,2394.266848,51.85892465,47.13277132,17.13277132,28.92898678,24.19399521,9.193995209,6.881398063,6.881398063,4.445845077,4.445845077,2.871115962,2.871115962,-3.67,6.89E+12,7.212843343,8.470738262,4.145926778,250.2156419,29.38786364,18.33293126,0,5.907179729,0,17.92156769,14.26154656,4.794537184,0,0,6.042418708,48.6907278,74.80514413,28.36095283,65.10886801,23.50566885,0,19.35089763,0,44.62756256,44.36003505,45.54137259,0,6.01046484,9.636772685,16.29978624,6.01046484,0,81.33580461,28.00223553,10.11431827,72.80533602,24.30015133,0,0,0,123.28,168.6539161,19.70339264,0,4.567099648,0,0,0,0,0,9.720841475,45.85961964,261.2253612,0,38.11318022,11.44356775,-13.80566239,-3.798522709,-6.879887849,-4.492691156,-49.22201171,0,0.541666667,36,0,12,0,3,3,1,1,2,9,0,12,9,0,1,1,5,2.1508,128.9904,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[O-]/[N+](C1=NON=C1N[N+]([O-])=O)=N/C2=NON=C2N[N+]([O-])=O,0,11.76156085,-1.251752401,11.76156085,0.389936461,0.299050339,302.123,300.107,302.0107924,110,0,0.448155154,-0.690255359,0.690255359,0.448155154,1,1.571428571,2.238095238,16.57640624,-0.071680021,1.789681726,-2.05420973,1.622765476,-2.264465491,4.409371388,-0.647730241,2.393001339,770.8574422,17.14589989,11.32987399,9.329873988,10.82427496,5.426449246,4.532022055,2.871481461,2.871481461,1.628650777,1.628650777,0.956280611,0.956280611,-3.92,151967.4201,10.95298614,5.376176936,3.097580736,113.4381967,5.207253025,0,15.22129094,2.823684157,11.63572556,11.63572556,0,24.85767547,0,9.489718183,15.95188242,10.31332651,5.156663257,0,27.00706896,23.27145111,0,20.62665303,5.114250126,0,10.83763229,25.43588956,0,0,10.83763229,23.27145111,0,0,35.55195996,0,25.43588956,0,14.372328,2.823684157,0,0,226.61,43.61557419,25.43588956,0,5.418816146,0,0,0,0,0,34.99898103,2.823684157,22.25448394,0,20.45079329,45.29729274,-0.818484033,-3.51741927,0,0,0,0,0,21,2,17,0,0,0,0,2,2,12,2,17,6,0,0,0,2,-0.4145,55.2056,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C(OC1=CC(OCC2=NC3=CC=CC=C3C=C2)=CC=C1)C1=CC=C(C=C1)C1=NN=NN1,0,8.570095643,-3.416083855,8.570095643,0.312186948,0.423679489,409.449,390.297,409.1538748,152,0,0.193786724,-0.488773626,0.488773626,0.193786724,0.774193548,1.516129032,2.322580645,11.5897183,-0.165910468,0.539714785,-2.362613876,0.591827919,-2.308847701,2.840102586,-0.808592666,1.632118332,2231.866581,37.52169688,34.05256456,15.05256456,23.0608675,17.75813737,8.310923772,5.453005811,5.453005811,3.44875285,3.44875285,2.123941162,2.123941162,-4.26,38510688833,7.160888742,8.624598717,4.506001261,204.9869341,9.473725908,24.61699415,7.236246576,0,0,0,0,10.07568508,0,5.098681808,54.38176837,40.15989651,16.99209441,35.88428272,35.559222,10.90292493,0,25.60113708,0,13.11797049,0,95.85124139,0,22.88687966,9.473725908,0,11.49902367,0,25.60113708,13.11797049,0,35.9310335,84.59386191,1.411842078,22.29078092,0,85.81,142.7590165,0,0,0,5.091706558,0,0,0,0,20.50943052,35.559222,167.5288665,0,3.834732484,9.765012107,-3.234553497,-2.81946521,-13.11826274,0,-6.789662962,0,0.083333333,31,1,7,0,0,0,3,2,5,6,1,7,7,0,0,0,5,4.5729,116.4627,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
[O-][N+]1=C(C2=[N+]([O-])ON=C2N[N+]([O-])=O)C(N[N+]([O-])=O)=NO1,0,11.44600529,-1.337652274,11.44600529,0.537243008,0.340222567,290.108,288.092,289.999559,106,0,0.377044197,-0.358824378,0.377044197,0.358824378,1,1.35,1.65,16.67091009,-0.071680187,1.795023299,-2.036810281,1.52472503,-2.367986165,4.455785725,-0.816706708,2.678444802,680.3314892,16.60192982,10.84369509,8.843695088,10.25179532,5.211809836,4.317382645,2.880190094,2.880190094,1.768703337,1.768703337,1.153570857,1.153570857,-3.72,78608.68868,10.22555879,4.511583995,2.143101454,107.9496626,10.41450605,0,10.06462768,0,2.823684157,23.02358155,9.258077874,20.22863654,0,0,10.83763229,9.806184756,0,10.31332651,31.95257447,11.63572556,0,10.31332651,0,0,10.83763229,30.64314259,0,11.38785599,20.64381705,11.63572556,0,0,20.3779542,0,30.64314259,0,9.258077874,2.823684157,11.38785599,0,216.28,53.73202628,30.64314259,0,0,0,0,0,0,0,19.57140439,2.823684157,22.14953767,0,19.94206995,47.00538218,-3.246615646,-2.183707483,0,0,0,0,0,20,2,16,0,0,0,0,2,2,10,2,16,5,0,0,0,2,-2.1964,51.1542,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC(=O)N(CCC1=CC=C(OCC2=NN=NN2)C=C1)OCC1=CC=CC=C1,0,12.51519178,-4.152199403,12.51519178,0.084252894,0.556887285,369.381,350.229,369.1437041,140,0,0.430990781,-0.485559544,0.485559544,0.430990781,1.111111111,1.851851852,2.555555556,11.28295551,-0.179602861,0.246985992,-2.513038864,0.294890312,-2.611053057,1.923344389,-0.939567114,2.183418289,1641.479057,35.48024499,31.86906114,12.86906114,20.87767518,16.05308399,6.697622103,4.101178195,4.101178195,2.352590062,2.352590062,1.301508415,1.301508415,-3.46,2781165671,6.028563733,9.296493995,5.786118203,181.879652,9.845671145,18.86748232,7.236246576,0,1.431199657,6.093240071,4.837588584,9.886243742,5.063217725,5.098681808,42.29693095,40.01143549,2.741517112,27.05823803,44.19253445,6.093240071,1.431199657,25.68037628,0,19.49089539,6.496859684,71.33307585,0,5.749511833,4.736862954,4.794537184,5.749511833,0,43.37928423,24.32848397,0,40.25420294,54.38176837,1.411842078,1.431199657,0,113.46,114.2268006,4.794537184,0,5.091706558,0,0,0,0,0,20.63426019,35.72038873,157.4008441,0,17.21830443,12.21775194,-2.739014635,-2.074546926,-10.8849649,-6.23494329,-11.07009736,0,0.222222222,27,2,9,0,0,0,2,1,3,7,2,9,9,0,0,0,3,2.433,94.6175,0,0,0,0,0,4,1,0,0,1,1,0,0,0,0,4,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
