smiles,Group
NC1=NC2=C(C=CC=C2)C2=C1N=CN2CCCCNC(=O)COC1=CC=CC=C1,0
NC1=C(NCC=CC2=CC=CC=C2)C=CC=C1,0
NNC1=CC(OCC2=NC3=CC=CC=C3C=C2)=CC=C1,0
COCC[C@H]1CN(CCN1)C1=NC2=C(NC3=C1C=C(C)C=C3)C=CC=C2,0
OC1=CC=C(CCCCN2C(=O)C3=CC=CC=C3C2=O)C=C1,0
CCCCCCCCCCNN=C(C)C(N)=O,0
COCC[C@H]1CN(CCN1)C1=NC2=C(NC3=C1C=CC(C)=C3)C=CC=C2,0
COC1=C(CN[C@H]2CCCN(CCCC#N)[C@H]2C2=CC=CC=C2)C=CC=C1,0
CC(=O)N(CCC1=CC=C(C=C1)C1=NC(N)=CC=C1)C1CCN(CC2=CC=CC=C2)CC1,0
OC(=O)CN1CCOC2=C(C=C(NC(=O)NCC3=CC=CC=C3)C=C2)C1=O,0
CN1CCN(C[C@@H]1CCC1=CC=CC=C1)C1=NC2=C(NC3=C1C=CC(C)=C3)C=CC=C2,0
CN1CCN(C[C@@H]1CCC1=CC=CC=C1)C1=NC2=C(NC3=C1C=C(C)C=C3)C=CC=C2,0
NC1=NC(=CC=C1)C1=CC=C(CCNC2CC3=CC=CC=C3C2)C=C1,0
CC1CCC2=C(C1)C=C(NN)N=N2,0
C[C@@H]1CN(C[C@H]2CC3=C(C=C(CO)C=C3)N12)C(=O)OC(C)(C)C,0
CON=C(C(O)=O)C1=NC=CC(NC=O)=N1,0
CC1=CC2=C(NC3=C(C=CC=C3)N=C2N2CCN[C@@H](CCC3=CC=CC=C3)C2)C=C1,0
COC1=C(CNC2CCCN(CCCCCCO)C2C2=CC=CC=C2)C=CC=C1,0
CC(C)(ON1C[C@H](NC(=O)CC2=CC=CC=C2)C1=O)C(=O)OC(C1=CC=CC=C1)C1=CC=CC=C1,0
OC1=C(C=C(C=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,0
OC(=O)COC1=C(C=C(C=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,0
CC(C)(C)OC(=O)NCC1=CC(=CC=C1)C1CCN(CC1)C(=O)C1=CC(=CC=C1)N1CC(C)(O)C(O)C1=O,0
CCC1=C(C2=C(COC)C=C3N2C1=CC=C3O)C1=CC=C(O)C=C1,0
COC1=CC=CC(OC)=C1OCCCCCCCCN,0
CC1=CC=C(OCC#CCC#CCC#CCC#CCCCC(O)=O)C=C1,0
CC1COC2=C(C=CC(=C2)N2C[C@H](CO)OC2=O)N1C(=O)OCC1=CC=CC=C1,0
CCCC1=CN(N=C1O)C(=O)OC(C)(C)C,0
C(N1CCC2=C(CC1)C1=C(N2)C=CC=C1N=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,0
CNC1=CC=CC=C1NC12CC3CC(CC(C3)C1)C2,0
COC1=CN=C(C=C1NC(=O)C1=CC2=CC=CC(OC3=NC(=NC=C3)N3CCN(C)CC3)=C2N1C)C(C)(C)C,0
OC(=O)COC1=C(C=C(C=C1C1=CC=CC=C1)C(=O)C1=CC2=C(O1)C=CC=C2)C1=CC=CC=C1,0
OCC(O)CN1CCCN(CC1)C1=C(C=CC=N1)C(O)=O,0
CC(NC(=O)NCCNCC(O)COC1=CC=CC=C1)C1=CC=CC=C1,0
CCN(CCO)C1=CC(C)=C(C=C1)N=O,0
CCCCCNC1=NC(N(C)CCCC)=C2N=CN(CC(O)=O)C2=N1,0
CNC1=C(CC(C)O)N=NC(NNC(=O)C2=CN=CC=C2)=C1,0
COC(=O)CC(=O)N1[C@@H](C)[C@H](N)C1=O,0
OC(=O)CCCC#CCC#CCC#CCC#CCOC1=CC=CC=C1,0
CCCC(=O)NC1=CN(C)C(\C=C\C(O)=O)=C1,0
CN1C(=CC2=CC=CC(OC3=CC=NC=C3)=C12)C(=O)NC1=CC(=CN(C)C1=O)C(C)(C)C,0
CCCCCCCCCC(C)NC(=O)C=C(C)C1=CC(NC(=O)\C=C/C(O)=O)=CC=C1,0
C[C@H](N)C(=O)N(CC(O)CNC(=O)C(C)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1)C(=O)OC(C)(C)C,0
OC(=O)[C@H](CC1=CNC2=CC=CC=C12)N[C@@H](CC1=CC=CC=C1)C(=O)NCCC1=C(N=CO1)C(O)=O,0
CC(C)(C)OC(=O)NC1=C(NC(=O)CC(=O)C2=CC(=CC=C2)C#N)C=C(C=C1)C1=CCN(CC1)C(=O)OC(C)(C)C,0
CO[C@]12[C@H]3N[C@H]3CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O,0
COC(=O)CN(CCCNC(=O)OC(C)(C)C)C(=O)CN1C=C(C)C(=O)NC1=O,0
CC(=NNCCC1=CC=CC=C1)C(N)=O,0
NCCC1=CC=C(NC2=NC=CC=C2)C=C1,0
CN1CC(C#N)C2C1CC1=CNC3=C1C2=CC=C3,0
NNC1=CC=C(OCC2=NC3=CC=CC=C3C=C2)C=C1,0
CC1=CN(CCN(CC(N)C(=O)OC(C)(C)C)CC(O)=O)C(=O)NC1=O,0
CCOC(=O)COC1=C(C)C=C(NC(=O)OC(C)(C)C)C=C1,0
CCCN1C2=C(C=C1C1=CC=CC=C1)C(=O)NCCC2,0
CCOC1=CC=C(NC2=CC=CC=C2)C=C1,0
CC(C)(C)OC(=O)CC(=O)C1=CC(=NC=C1)N1C=CN=C1,0
O=C(OCCCCCCOC1=CC(=O)C(=O)C2=CC=CC=C12)OCCCCCCOC1=CC(=O)C(=O)C2=CC=CC=C12,0
CC[C@H](NC(=O)C1=C(OCCN2C(=O)CCC2=O)C(=NC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1,0
COC1=C(C=CC=C1)N1CCN(CC(=O)NC2=CC(C)=CC=C2)CC1,0
CCCCCNC1=NC(NCC2=CC=CC=C2)=C2N=CN(CC(O)=O)C2=N1,0
CN(C)CCC1=CNC2=CC=C(CCC(=O)NCC3=CC=C(NC(C)=O)C=C3)C=C12,0
CNC(=O)N(O)C1=CC2=C(C=C1)N(CC1=CC=CC=C1)CCCC2,0
CC(C)CN(C[C@H](O)COC1=CC=CC2=C1C1=CC=CC=C1N2)C1=CC=C(OC2=CC=C(O)C=C2)C=C1,0
COC(C(N1CC(NC(=O)C(=NO)C2=CC=CC=C2)C1=O)C(O)=O)C1=CC=CC=C1,0
COC1=CC2=C(CC(=O)N(CCCN(C)CCOC3=CC=C(C=C3)N(C)C)CC2)C=C1OC,0
CC(C)(C)OC(=O)COC1CCN(CC1)C(=O)[C@H](CC1=CC=C(OC(C)(C)C)C=C1)NC(=O)CCCCNC(=O)OC(C)(C)C,0
OCCOCCOCCN1CCN2C(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1,0
OC(=O)CCC1=CN(CC2=CC(=CC=C2)C(=O)NCC2=NC=CC=C2)N=C1C1=CC=CC=C1,0
CN1CCN(CC1)C1=NC2=C(NC3=CC(C)(C)CC=C13)C=CC=C2,0
CC(NC(CC(O)=O)C1=NC2=CC=CC=C2C=C1)C1=CC=CC=C1,0
CCCC(=O)C1=CC2=C(C=C1OC)N(C)C(=N2)C(O)=O,0
CC[C@]1(CCCN2CCC3=C(NC4=CC=CC=C34)[C@H]12)C(C)C(=O)NCC1=CC=C(C)C=C1,0
CC(=O)NCCNC1=NC(=NC2=C1C=C(N2)C=NOCC1=CC=CC=C1)C1=CC=CC=C1,0
CCCC(=O)NCCCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(N)=O)C(O)=O,0
CC1=C(N)C(C)=C(C)C2=C1CC(C)(CN1CCCC1)O2,0
COC1=CC2=C(CC(=O)N(CCCN(C)CCCOC3=CC=C(C=C3)N(C)C)CC2)C=C1OC,0
CC1(C)OC(=O)C(=C(O)COC2=CC=CC=C2)C(=O)O1,0
CN1CCN(CC1)C1=C2C[C@@H](CCC2=CC=C1)NC(=O)C1=C(O)C=CC=C1,0
OC1=CC=C(NC2=CC=CC=C2)C=C1,0
CCCCC(=O)C1=CC2=C(C=C1C)N(C)C(=N2)C(O)=O,0
CN1CCN(CC1)C1=CC=CC2=C1C[C@@H](CO2)NC(=O)C1=CC=C(C=C1)N1CCN(CC1)C(C)=O,0
CCCCOC(CC1=CC=C(OCCC2=C(C)OC(=N2)C2=CC=CC=C2)C2=CC=CC=C12)C(O)=O,0
CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](CCC(O)=O)C(N)=O,0
CONC(=N)C1=CC2=C(OC(CCCC3=CC4=C(O3)C=CC(=C4)C(=N)NOC)=C2)C=C1,0
NC1=CC=CC(=N1)C1=CC=C(CCN2CCC(C2)NC(=O)NCC2=CC=CC=C2)C=C1,0
COC1=C(C=C(C=C1)C1=CC=CN1C(=O)OC(C)(C)C)C(=C)C(=O)C1=CC=C(C=C1)C(O)=O,0
CCCC1=C(C(O)=C(C2=C1OC(C)(C)C2)C(C)(C)C)C(C)(C)C,0
O=C(NC1N=C(CN2CCOCC2)C2=C(NC1=O)C=CC=C2)OCC1=CC=CC=C1,0
COC1=CC(NC2=NC=CC(=N2)C2=CN=C(C=C2)N2CCN[C@@H](C2)C(C)C)=CC(OC)=C1OC,0
OC(=O)CCC1=CC=C(C=C1)C1=COC(O)(C1=O)C1=CC=CC=C1,0
CC(C)(C)OC(=O)N[C@H]1[C@H](NC1=O)N1C(=O)C2=CC=CC=C2C1=O,0
O=C1NC2=C3N(CC2)C(=NC=C3C=C1)C1=CC(CN2CCCC2)=CC=C1,0
CCOC(=O)C1=CN(C=N1)C1=C2N=CC=CC2=CC=C1,0
COC(=O)C1=CC=C(N)C(=C1)C(N)=O,0
COC(=O)N1CCC2=C(C1)C=C(NN)N=N2,0
CCC1=C(C2=C(COCCCCCCCCN3CCCCC3)C=C3N2C1=CC=C3O)C1=CC=C(O)C=C1,0
CC1=CC(C)=C(NN=NC2=C(C)C=C(C)C=C2C)C(C)=C1,0
O=[N+](OC1(O[N+]([O-])=O)COC1)[O-],0
CC(C)(C)OC(=O)NC(C(O)=O)C1=CC(NC(N)=O)=CC=C1,0
CON(C1CC2=CC=CC=C2CN1C(C)C)C(=O)C1=CC=C(C=C1)C(O)=O,0
CC1=CC=C(C=C1)C(=O)C1=CC(C(=O)ON2C(=O)CCC2=O)=C(O)C(O)=C1,0
OC1=CC=C(CC2CCCCN2C(=O)C(=O)NC2=CC=C3NC(=O)CC3=C2)C=C1,0
COC1=C(CN[C@H]2CCCN(CCCO)[C@H]2C2=CC=CC=C2)C=CC=C1,0
CC1(C)NCC(=O)N1CC(=O)NCC(=O)N1CC(=O)NC1(C)C,0
CCC1=CN([C@H]2C[C@H](OCC3=CC=CC=C3)[C@@H](CN)O2)C(=O)NC1=O,0
O[C@@H]1[C@@H](COC2=CC(OCC3=CC4=CC=CC=C4C=C3)=CC=C12)OC1=CC=CN=C1,0
CC(C)N1C(=O)N=CC2=CN=C(NC3=CC=C(C=C3)N3CCC(CCCN4CCOCC4)CC3)N=C12,0
OC(=O)CC1=CC(=CC=C1)C#N,0
CCN1C2=C(C=CC=N2)N(C)C(=O)C2=C1N=CC(CC(O)C1=CC=NC=C1)=C2,0
COC1=CC2=C(C=C1OCCN1CCN(C)CC1)C=C1N=CC(C#N)=C(NC3=CC(OC)=C(OC)C(OC)=C3)C1=C2,0
CC(=O)C(=NOC(=O)OC(C)(C)C)C(=O)C1=CC=CC=C1,0
COC1=CC(OC)=C(CN2C3=C(C[C@H]([C@H](C(O)=O)C2=O)C2=CC4=C(OCO4)C=C2)C=CC=C3)C=C1,0
CC(C)(N=NC(C)(C)C(=N)NCCCCCC(O)=O)C(=N)NCCCCCC(O)=O,0
COC1=CC=C(C2=CC3=C(O)C=C(O)C=C3O2)C(OC)=N1,0
O=C(N[C@H]1CN([C@@H](C(=O)OC(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=C(OC(=O)OCC3=CC=CC=C3)C=C2)C1=O)OCC1=CC=CC=C1,0
CC(C)(NC(=O)[C@H](CCCCN)NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,0
CN(C)CCC1=CC=C(C=C1)C1=NC=C2C=CC(=O)NC3=C2N1CC3,0
CC(C)(C)N=NC(C)(CCC(O)=O)C(N)=O,0
CON=C(C(O)=O)C1=CC(O)=CC=C1,0
C1C[C@H]2C=C(CCN2C1)C1=NNC(=C1C1=CC=NC=C1)C1=CC=CC=C1,0
CC1=CC=C(OC(=O)CCC(=O)OOC(=O)CCC(=O)OC2=CC=C(C)C=C2)C=C1,0
CC1=CC(=O)C(C=O)=C(C)N1,0
CC1=CC(=NC=C1)N1CCN(CCC2=C(CO)N3CCCC4=CC=CC2=C34)CC1,0
CCOC(=O)CN1C(=O)C(=O)NC2=C1C1=C(CC2)CCC(=C1)N1C=CC(=C1)C(=O)NCC1=CC=CC=C1,0
NC1=NC(=CC=C1)C1=CC=C(CCN2CCC(C2)C2=CC=CC=C2)C=C1,0
CCCCCCCCOC1=CC(C2=CC(NC(C)=O)=CC=C2)=C(OCC(O)=O)C(=C1)C1=CC(NC(C)=O)=CC=C1,0
COC1=NC(C)=C(C)N=C1NC(=O)N1CCN(CC1)C1=CC(N)=CC(N)=C1,0
COC1=NC(C)=C(C)N=C1N(C)C(=O)N1CCN(CC1)C1=CC(N)=CC(N)=C1,0
COC1=NC2=CC=CC=C2N=C1NC(=O)N1CCN(CC1)C1=CC(N)=CC(N)=C1,0
COC1=NC2=CC=CC=C2N=C1N(C)C(=O)N1CCN(CC1)C1=CC(N)=CC(N)=C1,0
CC(C)N1C(=O)N=CC2=CN=C(NC3=CC=C(C=C3)N3CCC(CC3)N(C)C)N=C12,0
CCN(CC)C1=CC2=C(C=C(O2)C(=O)C2=CC=C(C=C2)C#N)C=C1,0
COC1=CC=C(NN=C(CN)C2=CC=CC=C2)C=C1,0
CC1=CC=C2C(NC=C2C2=CCN(C[C@H](O)COC3=C4C=CNC4=CC=C3)CC2)=C1,0
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)C(COCC1=CC=CC=C1)C(=O)NCCC=O,0
CC(C(O)=O)C(=O)C(C)(C)C,0
CC1=CC=C(C)N1C1=CC2=C(CCN(CC2)C(=O)NC2=CC=C(OC3=CC=CN=C3C)N=C2)C=C1,0
COC1=C(C=C(C=C1C1=CC(C=CC(O)=O)=CC=C1)C(=O)NCCCCCCCCC1=CC=CC=C1)C1=CC(C=CC(O)=O)=CC=C1,0
CC[C@@H]1[C@H](CC(O)=O)NC1=O,0
CCOC(=O)C1CN(C)C2CC3=CNC4=C3C(=CC=C4)C12,0
CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O,0
COC1=CC=C(CC(C(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)OC(C)(C)C)C=C1,0
CN1CCN(CCOCCN2C3=C(C=CC=C3)C(=NC(NC(=O)C3=CC4=CC=CC=C4N3)C2=O)C2=CC=CC=C2)CC1,0
COC1=C(CN[C@H]2CCCN(CCCC(O)=O)[C@H]2C2=CC=CC=C2)C=CC=C1,0
CN(N=O)C(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0
OC(=O)CCCCOC1=CC=C(C=C1)C(=N)NC(=O)OCC1=CC=CC=C1,0
CC1(C)NCC(=O)N1CC(=O)NCC(N)=O,0
CCOC(=O)CCOC1=CC2=C(C(=O)C(N)=O)C(CC)=C(CC3=C(C=CC=C3)C3=CC=CC=C3)N2C=C1,0
CCN(N=O)C(=O)N[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,0
CC(C)(N=NC(C)(C)C(=N)NCCCC(O)=O)C(=N)NCCCC(O)=O,0
O=C(CC(NC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)=O)NC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,0
CC(C)(C)OC(=O)NC(=O)C(N)C1=CC(O)=C(O)C=C1,0
COC1=C(OC)C=C(NN)C=C1,0
CC(C)CCN1C2=C(C=CC=C2)N(CCN2CCOCC2)C(=O)C(NC(=O)NC2=CC=C(O)C=C2)C1=O,0
C[C@@H]1N(C(=O)C2=CC=CC=C2)C(=O)OC1=O,0
CC(=O)OC1=C(C=CC=C1)C(=O)NC1=CC(=CC(NC(=O)C2=C(OC(C)=O)C=CC=C2)=C1)C(N)=O,0
C[C@H]1CN(CC(=O)NC2=C(N)C=CC=C2)C[C@@H](C)O1,0
C\C=C\C=C\C(=O)OOC(C)(C)CCC(C)(C)OOC(=O)\C=C\C=C\C,0
CC1=C(O)C=C(O)C=C1,0
CCCC1(CC(O)=O)OCCC2=C1NC1=CC=C(OCC3=NC4=CC=CC=C4C=C3)C=C21,0
COC(CCCNC(=O)CC(=O)NCCCC(OC)OC)OC,0
COC1=CC(NC(=O)OCCN2CCCN(CCOC(=O)NC3=CC(OC)=C(OC(C)=O)C(OC)=C3)CC2)=CC(OC)=C1OC,0
COC(=O)CCNC(=O)C1=CC2=C(C=C1N(C)C(=O)OCC(C)C)N(C)C(=N2)C1=CC=C(C=C1)C(N)=N,0
COC1=C(CC(=N)N2C[C@H]3[C@@H](C2)C(CC[C@@H]3O)(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,0
COC1=C(OC)C=C2C(C=C(CO)C(CO)=C2C2=CC(=NC=C2)N2C(=O)C=C(OCCO)C3=CC=CC=C23)=C1,0
COC1=CC=C2N(CC3=CC=C(C=C3)C(C)(C)C)C(COC(C)=O)=C(C(=O)C(O)=O)C2=C1,0
CN(CCC1=CC=CC=C1)C(=O)CC1=CN(C=CC(O)=O)C2=CC=C(OCC3=CC=CC=C3)C=C12,0
COC1=C(C=CC=C1)[C@]1(O)C[C@H](CC#N)C[C@H]2CN(C[C@@H]12)C(=O)[C@@H](C)C1=C(O)C=CC=C1,0
COC(=O)C1=CC=C(C=C1)C1=NNC=C1,0
CCC1=C(C(=O)C2=CC=CC(OCC(O)=O)=C2)C2=C(O1)C=CC=C2,0
COC1=C(NC(=O)NC2=C(C)C=CC=C2)C=CC(=C1)N(C(C)=O)C1=CC=C(C=C1)[C@@H](CC(O)=O)NC(=O)CN,0
OC(=O)COC1=CC=C2CCC(=CC2=C1)N1C=CN=C1,0
NC(C(N)=O)C1=CC(O)=C(O)C=C1,0
COC1=C2C(CC=C3C(C)=C(CCC23C)C=O)=C(OC)C(=C1)C(C)C,0
CCOC(=O)C1=C(N=NN(C)C)N=C(CC2=CC=CC=C2)N1C,0
CC(C)=NNC1=CC=C(OCC2CO2)N=N1,0
COC(=O)CCCCCCCC(=O)NC1=CC=C(C=C1)C(=O)NNC(=O)OC(C)(C)C,0
OCCC1=CC=C2NC(=CC2=C1)C(=O)OCC1=CC=CC=C1,0
CCC(O)C1=CN2C3=C(C=CC=C3)C3=CC=CC(=C23)C1=O,0
CCOC(=O)C1=CC=CC2=C1NC(N)=N2,0
O=[N+](OCC(CO[N+]([O-])=O)(N(CCO[N+]([O-])=O)CCO[N+]([O-])=O)CO[N+]([O-])=O)[O-],0
OC(=O)[C@@H]1CCCN1N=O,0
O=C(CC1=CC=CC=C1)NC1CN(CC#N)C1=O,0
CCOC(=O)CC(NC(=O)C1=CC=CC=C1)C(=O)C1=COC=C1,0
NC(=N)NCCOCCO,0
NCC1CC2=C(O1)C(CC1=CC=CC=C1)=CC=C2,0
CN(N=O)C(=O)N[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,0
CCCN(N=O)C(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
NC(=N)NC1=CC=C(C=C1)C(=O)N1CCN(CCC(O)=O)C(=O)C1,0
CCCCCCCCCCCCCCCCCCOC(=O)\C=C/C(=O)NC(N)=O,0
NC1=CC=CC(=N1)C1=CC=C(CCN2CC3=CC=CC=C3CC2C(O)=O)C=C1,0
CNCC1=CC=CC(=C1)C1=NC=C2C=CC(=O)NC3=C2N1CC3,0
CCN(CC)C1=CC2=C(C=C(O2)C(=O)C2=CC3=C(OCCO3)C=C2)C=C1,0
CCN(CC)C1=CC2=C(C=C(O2)C(=O)C2=C(C)C=C(C)C=C2)C=C1,0
CCOC(=O)C1=NC(=NC1=[N+]=[N-])C1=CC=CC=C1,0
CCCC1(CCC)N(OC(C)(C)C#N)C(CCC)(CCC)C2=CC=CC=C12,0
CCOC(=O)N(C1=NN(CC1)C1=CC=CC=C1)C1=CC=CN=C1,0
CCOC(=O)C1=CC2=C(N=C(C)N2C)C(NCC2=C(CC)C=CC=C2C)=N1,0
CCCOC1=C(O)C=C(CN)C=C1,0
CCNCCN1C(=O)C2=CC=CC=C2C1=O,0
CC(C)NC(=O)N(O)CC#CC1=CC(=CC=C1)C1=N[C@@H](CO1)C1=CC=CC=C1,0
CC(=O)OC1=C(C=CC=C1)C(=O)OC1=CC=CC2=CC3=CC=CC(OC(=O)C4=C(OC(C)=O)C=CC=C4)=C3C(OC(=O)C3=C(OC(C)=O)C=CC=C3)=C12,0
CC1=CC(=CC(C)=C1O)C(=O)NC1CCC(=O)N2CCCC(N2C1=O)C(=O)NC1CC(=O)OC1OCC1=CC=CC=C1,0
CCCCNC(=O)N[C@@H](CC1=CC=C(OC)C=C1)C(=O)N[C@H]1[C@@H](O)[C@@H](O[C@@H]1C(=O)NCCCC)N1C=NC2=C(N)N=CN=C12,0
CC1=C(N(CCCCCCNCCN)C2=CC=C(O)C=C12)C1=CC=C(O)C=C1,0
O[C@@H]1[C@@H](CCOC2=C1C=C(OCC1=NC3=CC=CC=C3C=C1)C=C2)OC1=CC(=CC=C1)C(O)=O,0
CCC1=CC=CC(NC(=O)NC2N=C(N3CCN(C)CC3)C3=C(C=CC=C3)N(CC(C)C)C2=O)=C1,0
CC(C1=NOC(=C1)N=C(N)N1CCOCC1)C1=CC2=C(C=C1)C1=CC=CC=C1N2,0
CN1C=NC(=C1)C1=NC(C=O)=CN1C,0
CN1C=NC(=C1)C1=NC=C(C=O)N1C,0
CN1CC=CCC1(C=NO)C#N,0
CCCCCCCCCCCCCCOC1=CC=C(O1)C(O)=O,0
COC(=O)C1=CC(=NN(CC2=CC=CN=C2)C1=O)C1=CC=C(OC)C=C1,0
CC(C)OC1=CC=C(NC2=CC=CC=C2)C=C1,0
OCCOC1=CC=NC=C1,0
CCC1=C(CC2=C(C=CC=C2)C2=CC=CC=C2)N2C=CC(OCCCC(O)=O)=CC2=C1C(=O)C(N)=O,0
CC1=CC=C(C=C1)N(N=O)C1=CC=CC(O)=C1,0
CCOC(=O)N1C(=O)C(=O)C2=CC=CC=C12,0
CN1C(CC(O)=O)=CC2=C1C(=O)C1=C(CO2)C=CC=C1,0
CNC1=C(C=CC=C1C(=O)OC(C)(C)C)C(=O)C(O)=O,0
C[C@@H]1O[C@@H](OC2=C(NC=N2)C(N)=O)[C@H](O)[C@H](O)[C@H]1O,0
O[C@@H]1[C@H](NC(=O)C2=CC=CC=C2)[C@H](O[C@H]1N1C=NC2=C(NC(=O)C3=CC=CC=C3)N=CN=C12)C(O)=O,0
CN1CCN(CN2C(=O)CN(CCN3CC(=O)N(CN4CCN(C)CC4)C(=O)C3)CC2=O)CC1,0
CCC1=CN([C@H]2C[C@H](O)[C@@H](CNC(=O)C(C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)O2)C(=O)NC1=O,0
C[C@H]1[C@H](NC(=O)OCC2=CC=CC=C2)C(=O)N1OC(C)(C)C(=O)OC(C1=CC=CC=C1)C1=CC=CC=C1,0
COC[C@H]1O[C@@H](OC2=CC=C(N)C=C2)[C@H](O)[C@@H](O)[C@H]1O,0
COC1=C(OC)C=C2C(NC3=C4C=CC=NC4=CC=C3)=C(C=NC2=C1)C#N,0
CC(C)(C)C(=O)C(CC(O)=O)C(O)=O,0
CCN(CC)C1=CC2=C(C=C(O2)C(=O)C2=CC=C(C)C=C2)C=C1,0
CC1=C(COC2=CC=C(COC3=CC=CN=C3CC(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,0
CC1=CC(=CC=C1)C1=NC(COC2=CC=C(COC3=CC=CN=C3CC(O)=O)C=C2)=CO1,0
CCC1(C)N=C2N(C(=O)NC)C3=C(C=CC=C3)N2C(=O)N1C,0
OC(=O)C1=NC=CN1CCCC1=CC=C(OCC2=COC(\C=C\C3=CC=CC=C3)=N2)C=C1,0
CC1(C)CC(N)CC(C)(C)N1O,0
OC(=O)[C@H](CC1=CC=CC=C1)NC1=NC=NC(=C1)C1=CC=C(CNC2=CC=CC=C2)C=C1,0
CN1C=CC=C1C(=O)C(C#N)C(=O)NCC1=NC=CC=C1,0
CCCCCC(=O)NCCCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(N)=O)C(O)=O,0
CN1CCN(CC1)C1=C2C[C@@H](CCC2=CC=C1)NC(=O)C1=CC(O)=CC=C1,0
NC1=NC2=C(C=CC=C2)C2=C1N=CN2CCCCNC(=O)C1=CC2=CC=CC=C2N=C1,0
NC1=NC(CCC2=NC3=CC(=CN=C3N2)C2=CC=CC=C2)CCCC1,0
COC(=O)COC1=CC=C(C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H]2[C@@H](O)[C@@H](O[C@@H]2C(=O)OC)N2C=NC3=C(N)N=CN=C23)C=C1,0
OC[C@H]1O[C@H](C(O)N(C1O)C1=NC2=C(NC=N2)C(=O)N1)N1C=NC2=C1N=CNC2=O,0
COC1=C(OC)C=C2C(CO)=NN(CC3=CN(C=N3)C(C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)C2=C1,0
